fakeID,b_specialisation_i,b_specialisation_h,b_specialisation_g,b_specialisation_f,b_specialisation_e,b_specialisation_d,b_specialisation_c,b_specialisation_b,b_specialisation_a,b_specialisation_j,q_OpeningDays,q_OpeningHours,q_2017 Average Household Size,q_2017 Total Households,q_2017 HHs: 5th Quintile (68.759 and above),q_5th Quint by Total HH,q_2017 Purchasing Power: Per Capita,q_2017 Total Population,"q_2017 Pop 15+/Edu: University, Fachhochschule",q_Uni by Total Pop,q_2017 Personal Care: Per Capita,q_2017 Medical Products: Per Capita,q_2017 Personal Effects: Per Capita,b_in_kontakt_gewesen,b_gekauft_gesamt
348_2552,0,0,1,0,1,0,0,0,0,0,4,20.5,2.1,996237,180871,0.181554188,23520.98,2084267,311072,0.149247673,591.38,323.84,232.82,0,0
360_2628,0,0,0,0,1,0,0,0,0,0,0,0,2.1,1015761,187842,0.18492736,23680.78,2125784,319282,0.15019494,593.06,325.85,234.88,0,0
386_2829,0,0,0,0,1,0,0,0,0,0,5,39,2.1,1059162,198692,0.187593588,23738.26,2227018,326211,0.146478834,592.92,326.38,236.05,0,0
53_3045,0,0,0,0,0,0,0,0,0,1,4,28,2.4,135919,34212,0.251708738,23989.1,322900,22960,0.071105605,578.7,322.66,248.27,0,0
1436_8878,0,0,0,0,0,0,0,0,0,1,5,30,2.1,1073529,202720,0.188835141,23807.46,2256581,332074,0.147158024,593.8,327.54,237.02,0,0
214_3362,0,0,0,0,0,0,0,0,0,0,4,27,2.2,288909,62722,0.217099502,24659.64,636763,57315,0.090009941,595.16,338.59,251.77,0,0
1194_7889,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1013953,187196,0.184619997,23673.06,2120712,318808,0.150330644,593.08,325.88,234.73,0,0
499_3583,0,1,0,0,0,0,0,0,0,0,4,28,2.1,1030927,190599,0.18488118,23646.75,2162276,319057,0.147556094,592.27,325.28,234.63,0,0
276_3686,1,1,1,0,1,0,0,0,0,0,4,20,2.3,22322,4400,0.197114954,22697.72,52184,2288,0.043844857,555.75,339.07,236.23,0,0
462_7339,0,0,0,0,0,0,0,0,0,1,4,15,2.2,293678,63888,0.217544385,24633.26,648497,57987,0.08941753,594.5,338.28,251.55,0,0
724_9159,0,0,0,0,0,0,0,0,0,0,0,0,2.2,270789,59330,0.21910048,24717.69,597536,54220,0.090739303,595.37,339.09,252.5,0,0
119_4000,0,0,0,0,0,0,0,0,0,0,5,22,2.2,140359,30799,0.219430175,24775.54,307831,36619,0.11895813,595.58,344.54,253.61,0,0
308_4124,0,1,1,0,0,0,0,0,0,0,4,19,2.3,98053,17446,0.177924184,22331.87,222146,14861,0.066897446,563.04,329.13,230.26,0,0
262_4234,1,0,0,1,1,0,0,0,0,0,5,29,2.2,301110,65385,0.217146558,24561.63,666500,59010,0.088537134,593.43,337.44,250.92,0,0
1302_8345,1,1,1,1,1,0,1,0,0,0,3,18,2.1,1088843,204818,0.188106091,23745.07,2293047,330319,0.144052433,592.7,326.87,236.44,0,0
268_4334,0,0,1,0,0,0,0,0,1,0,0,0,2.2,289280,62627,0.216492671,24655.28,636820,57393,0.090124368,595.37,338.69,251.71,0,0
157_4509,0,0,0,0,0,0,0,0,0,0,3,9,2.2,149063,30323,0.203424056,23868.57,326668,41038,0.125626018,584.79,325.56,238.08,0,0
663_8727,0,0,0,0,0,0,0,0,0,0,5,28,2.4,130926,28049,0.214235522,22946.24,311264,20233,0.065002699,563.54,322.16,236.99,0,0
296_4760,0,0,0,0,0,0,0,0,0,1,0,0,2.2,217516,45706,0.210127071,24798.71,468654,45127,0.096290654,600,342.02,251.79,0,0
86_5030,0,0,0,0,0,0,0,0,0,0,5,47.5,2.4,138159,34471,0.249502385,24040.38,326197,23247,0.07126675,580.16,324.36,248.86,0,0
735_5245,0,1,1,0,0,0,0,0,0,0,3,23,2.1,1021183,187129,0.183247273,23536.01,2145231,310121,0.144562986,590.72,323.7,233.32,0,0
808_9260,0,0,0,0,0,0,0,0,0,0,0,0,2.1,919244,166113,0.180706102,23477.24,1926471,275534,0.143025252,590.05,323.8,232.48,0,0
807_9260,0,0,0,0,0,0,0,0,0,1,0,0,2.1,690504,130195,0.188550682,23729.27,1452879,219863,0.151329188,591.58,324.19,234.9,0,0
1259_8166,0,0,0,0,1,0,0,0,0,0,4,21,2.1,1047276,194541,0.185759055,23630.64,2203456,318155,0.144389087,591.46,325.01,234.66,0,0
461_5759,0,0,0,0,0,0,0,0,0,0,4,20,2.2,227011,46186,0.203452696,23895.93,493103,71560,0.14512181,585.06,325.65,237.21,0,0
210_6437,1,0,0,0,1,0,0,0,0,1,4,28,2.2,146240,32389,0.221478392,24731.61,322727,37851,0.117284888,594.12,343.04,253.34,0,0
135_900,0,1,0,0,0,0,0,0,0,1,5,35,2.1,1023977,189150,0.184720946,23666.49,2144470,319763,0.149110503,592.83,325.47,234.7,0,0
1011_7160,0,1,1,1,1,0,0,0,0,0,4,26,2.1,1034020,192621,0.186283631,23724.07,2166961,323607,0.14933679,593.41,326.36,235.58,0,0
529_7772,0,0,0,0,0,0,0,0,0,0,0,0,2.2,302538,65552,0.216673608,24534.7,669681,59119,0.088279345,593.12,337.25,250.62,0,0
44_768,0,0,0,0,0,0,0,0,0,0,5,24.5,2.3,17957,3162,0.17608732,22342.05,40551,2665,0.065719711,559.78,346.95,233.46,0,0
113_768,0,0,0,0,0,0,0,0,0,1,0,0,2.1,981925,176754,0.180007638,23429.13,2054883,305968,0.148898015,590.31,322.5,231.62,0,0
205_1370,0,1,0,0,0,0,0,0,0,0,5,40,2.1,1070530,201946,0.18864114,23803.69,2249617,331555,0.147382866,593.81,327.5,236.94,0,0
38_1440,1,0,1,1,1,0,0,0,1,0,0,0,2.3,27136,4242,0.156323703,21014.14,62061,3643,0.058700311,543.44,327.24,217.01,0,0
91_1524,0,0,0,0,0,0,0,0,0,1,3,17,2.2,230187,49398,0.214599434,24841.8,499946,47352,0.094714229,599.4,341.26,252.69,0,0
90_1524,0,0,0,0,0,0,0,0,0,1,0,0,2.2,286006,61859,0.216285672,24678.56,628694,56875,0.090465314,595.83,338.99,251.84,0,0
753_9326,0,0,0,0,0,0,0,0,0,1,0,0,2.2,230088,49370,0.214570078,24841.33,499705,47333,0.094721886,599.41,341.25,252.68,0,0
41_1565,1,0,0,0,1,0,0,0,0,0,5,29,2.1,98301,15677,0.159479558,22905.04,203854,21210,0.104045052,584.92,345.73,234.42,0,0
233_1609,0,0,1,0,0,0,0,0,0,0,4,28,2.1,1027907,190308,0.185141263,23678.32,2153939,320465,0.148780908,592.82,325.68,234.93,0,0
239_1648,0,1,0,0,0,0,0,0,0,0,5,39,2.1,1040153,194249,0.186750411,23729.75,2182611,324460,0.148656815,593.16,326.34,235.72,0,0
169_2793,1,0,1,0,1,0,0,0,1,0,0,0,2.4,96482,21693,0.224839867,23126.89,231213,14077,0.060883255,564.52,321.04,239.34,0,0
1183_7854,0,0,0,0,0,0,0,0,0,0,5,40,2.1,1025831,189452,0.184681492,23658.96,2149198,319155,0.14849958,592.63,325.47,234.68,0,0
1543_9332,0,0,0,0,0,0,0,0,0,0,5,37,2.1,1029048,190427,0.185051621,23671.28,2156641,320005,0.148381209,592.71,325.61,234.87,0,0
151_2048,0,0,0,0,0,0,0,1,0,1,0,0,2.3,74069,17022,0.229812742,24282.27,170752,13039,0.07636221,579.02,345.83,253.74,0,0
221_1560,0,1,1,0,0,0,0,0,1,1,0,0,2.1,1028441,190758,0.185482687,23690.32,2155421,321171,0.149006157,592.92,325.89,235.12,0,0
1305_8354,0,0,0,0,0,0,0,0,0,1,1,10,2.1,1028614,190806,0.185498156,23690.81,2155819,321210,0.148996739,592.93,325.9,235.13,0,0
303_7435,0,0,0,0,0,0,0,0,0,1,0,0,2.4,40331,8090,0.200590117,22306.41,94892,5554,0.058529697,557.23,310.21,227.29,0,0
113_6666,0,0,0,0,0,0,0,0,0,0,0,0,2.4,132087,33298,0.252091425,23975.58,314139,22317,0.0710418,578.3,322.45,248.12,0,0
415_2947,0,1,0,0,0,0,0,0,0,0,3,18,2.1,1038346,191879,0.18479293,23630.84,2179274,317525,0.145702193,592.05,324.94,234.49,0,0
479_9647,0,0,0,0,0,0,0,0,0,1,5,40,2.2,152512,31039,0.203518412,23849.15,334675,41467,0.123902293,584.4,325.51,238.07,0,0
366_6041,1,0,0,1,1,0,0,0,0,0,5,20.5,2.2,279581,60189,0.21528287,24701.61,612630,55954,0.091334084,596.63,339.66,252.03,0,0
180_2421,0,0,0,0,0,0,0,0,0,0,5,26,2.1,77026,10680,0.13865448,21513.87,163340,8996,0.055075303,559.93,345.24,220.22,0,0
8_163,0,0,0,0,0,0,0,0,0,1,5,32,2.2,149803,30305,0.202299019,23850.82,327769,40896,0.124770799,584.9,325.59,237.82,0,0
565_8048,0,0,1,0,0,0,0,0,0,1,0,0,2.4,35357,7103,0.200893741,22193.29,84497,4729,0.055966484,545.31,333.54,232.17,0,0
651_8048,0,0,1,0,0,0,0,0,0,1,0,0,2.2,294567,64200,0.217947021,24636.26,651086,58166,0.089336893,594.41,338.15,251.63,0,0
1_12,0,0,0,0,1,0,0,0,0,1,5,27.5,2.1,1025922,190214,0.185407858,23700.78,2146886,321833,0.149906888,593.27,326.64,235.26,0,0
594_8255,0,0,0,0,0,0,0,0,0,1,0,0,2.3,145559,31566,0.216860517,23972.83,328997,32636,0.099198473,581.19,332.36,244.97,0,0
813_5650,1,0,0,0,1,0,0,0,0,1,0,0,2.1,1004019,182881,0.182148943,23564.38,2099788,312839,0.148985993,591.9,324.29,233.31,0,0
55_2403,0,1,1,1,0,0,0,0,1,0,5,22,2.2,73561,12548,0.170579519,22553.97,160119,15635,0.097646126,567.93,343.81,232.36,0,0
181_2494,0,1,1,0,0,0,0,0,1,0,4,23,2.3,143609,28231,0.196582387,23004.15,328171,23900,0.072827885,569.41,333.56,238.64,0,0
250_7374,1,0,1,1,1,0,0,0,0,1,0,0,2.1,113615,18750,0.165031026,22946.45,238660,25460,0.106678958,581.48,346.07,235.12,0,0
211_6417,1,1,1,0,1,0,0,0,1,1,6,44,2.1,113615,18750,0.165031026,22946.45,238660,25460,0.106678958,581.48,346.07,235.12,0,0
249_7374,1,0,1,1,1,0,0,0,0,0,5,35,2.1,137832,22449,0.162872192,22685.35,291850,28919,0.099088573,577.44,343.27,232.92,0,0
546_7194,0,0,0,0,0,0,0,0,0,0,4,30,2.1,78861,10939,0.138712418,21501.37,167365,9177,0.054832253,559.72,344.8,220.06,0,0
311_5108,1,1,1,0,1,0,0,0,0,0,0,0,2.2,264891,58066,0.219207146,24715.96,584551,52949,0.090580634,595.29,338.98,252.39,0,0
189_1241,1,1,0,0,1,0,0,0,0,0,5,40.5,2.1,1061691,198018,0.186511895,23711.28,2229698,326234,0.146313088,592.9,326.33,235.72,0,0
789_9568,0,0,0,0,0,0,0,0,0,0,0,0,2.2,295564,64300,0.217550175,24621.39,653143,58295,0.089253043,594.35,337.98,251.47,0,0
1052_7286,0,0,0,0,1,0,0,0,0,0,4,22,2.1,1048708,194896,0.185843915,23653.3,2204715,321343,0.145752626,591.89,325.51,234.98,0,0
144_4360,0,0,1,0,0,0,0,0,0,0,4,15,2.2,154312,31443,0.203762507,23832.93,339113,41642,0.122796826,584.01,325.24,237.99,0,0
160_8227,0,0,0,0,0,0,0,0,0,0,0,0,2.4,126031,31717,0.251660306,24005.12,299056,21421,0.071628725,578.88,322.99,248.35,0,0
136_7496,0,0,0,0,0,0,0,0,0,0,0,0,2.4,126031,31717,0.251660306,24005.12,299056,21421,0.071628725,578.88,322.99,248.35,0,0
360_4505,1,0,1,1,0,0,0,0,0,0,5,33,2.2,47138,6556,0.139080996,20832.62,103391,4939,0.047770115,545.82,334.29,213.48,0,0
39_1074,1,1,1,1,1,1,0,1,1,1,5,40,2.2,150298,30538,0.20318301,23858.96,329369,41123,0.124853887,584.7,325.57,238.02,0,0
490_6553,1,1,1,0,1,0,0,0,1,1,0,0,2.1,893205,158333,0.177263898,23151.71,1879181,270250,0.14381265,585.71,317.84,228.02,0,0
489_6553,1,1,1,0,1,0,0,0,1,1,5,30.5,2.1,912268,161599,0.177139832,23136.63,1921242,273900,0.142564029,585.43,317.72,228.01,0,0
536_7135,0,1,1,0,0,0,0,0,1,0,5,32,2.3,66952,15408,0.230135022,24226.28,154864,11436,0.073845439,577.44,345.79,253.31,0,0
308_7552,1,0,1,0,1,0,0,0,1,1,5,28.5,2.2,152889,31148,0.203729503,23838.94,335807,41528,0.123666273,584.12,325.31,238,0,0
1066_7321,0,1,0,0,1,0,0,0,0,0,0,0,2.1,1082927,205066,0.189362718,23815.86,2278535,333992,0.146581905,593.69,327.66,237.21,0,0
630_4484,0,1,0,0,0,0,0,0,0,0,4,28,2.1,776183,137115,0.176652928,23145.83,1636913,231097,0.141178548,585.94,316.86,228.11,0,0
105_3336,0,0,0,0,0,0,0,0,0,0,5,33,2.2,129834,27992,0.215598379,24850.39,281526,34494,0.122525095,598.05,347.03,253.88,0,0
205_6293,0,1,0,0,0,0,0,0,0,1,3,18.5,2.1,96922,16069,0.165793112,22632.97,207400,21037,0.101432015,572.69,345.07,232.42,0,0
449_6061,0,1,1,0,0,0,0,0,1,0,4,26,2.3,120450,25165,0.208924865,22979.06,282794,19974,0.070630919,562.85,329.49,238.03,0,0
25_877,1,0,1,1,1,0,0,0,0,0,4,20,2.7,8143,1755,0.215522535,20386.05,21834,1053,0.048227535,506.26,297.83,209.17,0,0
272_3591,0,1,1,0,1,0,0,0,0,0,0,0,2.3,97053,19507,0.200993272,22888.36,224925,15963,0.070970323,563.02,331.61,236.69,0,0
271_3591,0,1,1,0,1,0,0,0,0,0,4,18,2.3,115938,26754,0.230761269,24283.29,267213,21759,0.081429421,580.51,342.79,253.27,0,0
190_5428,0,0,0,0,0,0,0,0,0,1,5,36,2.4,51363,10471,0.203862703,22444.69,120954,7027,0.058096466,558.36,312.7,229.37,0,0
262_3659,1,0,1,1,0,0,0,0,1,0,5,28,2.1,213957,42327,0.19782947,23894.24,458429,69037,0.150594749,587.43,326.43,236.03,0,0
649_8040,0,0,1,0,0,0,0,0,0,1,0,0,2.2,220509,44599,0.202254783,23971.72,475757,70723,0.148653619,587.17,326.43,237.51,0,0
228_7171,0,1,0,0,0,0,0,1,0,1,2,15,2.4,26915,4721,0.17540405,20895.25,64649,3010,0.046559112,531.59,321.04,216.46,0,0
227_7171,0,1,0,0,0,0,0,1,0,1,4,32,2.1,135191,21893,0.161941253,22566.69,287333,27868,0.096988512,575.52,342.12,231.79,0,0
172_2365,0,0,0,0,0,0,0,0,0,0,5,33,2.2,223787,45384,0.202799984,23935.11,484366,71054,0.146694855,586.12,326.01,237.35,0,0
1024_7200,0,1,0,0,1,0,0,0,0,0,5,23.5,2.1,1047321,194575,0.185783537,23626.65,2203981,314634,0.142757129,591.47,324.64,234.61,0,0
246_1685,0,0,1,0,0,0,0,0,0,0,5,30,2.1,1075511,203461,0.189176122,23814.75,2261693,333241,0.147341394,593.8,327.65,237.15,0,0
164_1106,0,0,1,0,0,0,0,0,0,1,2,10,2.1,1029859,191047,0.185507919,23687.59,2158889,321181,0.148771428,592.85,325.87,235.11,0,0
620_4441,0,0,0,0,0,0,0,0,0,0,4,8,2.1,1053943,197272,0.187175208,23726.87,2214895,325025,0.146745105,592.89,326.19,235.84,0,0
721_9137,0,0,0,0,0,0,0,0,0,0,0,0,2.2,25744,5160,0.200435053,23558.54,57803,4584,0.079303842,575.43,354.46,246.7,0,0
34_4080,0,0,0,0,0,0,0,0,0,0,0,0,2.4,59815,12541,0.209663128,22863.71,141472,10295,0.072770584,557.74,338.31,239.48,0,0
589_4159,0,1,0,0,1,0,0,0,0,0,5,34,2.1,1035747,192457,0.185814683,23695.57,2172306,321944,0.148203798,592.85,325.89,235.24,0,0
313_4170,0,1,0,0,1,0,0,0,0,0,4,21,2.5,59027,13235,0.224219425,21994.48,150085,7435,0.049538595,540.18,308.47,227.3,0,0
770_9594,0,0,0,0,0,0,0,0,0,1,5,35,2.2,223158,45215,0.202614291,23954.02,482356,71042,0.147281261,586.58,326.34,237.5,0,0
129_4243,1,0,1,1,1,0,0,0,0,0,5,31,2.4,41845,9891,0.236372326,23948.23,99214,8719,0.087880743,573.32,332.24,248.64,0,0
978_6884,0,0,0,0,0,0,0,0,0,0,4,32,2.1,989404,179731,0.181655825,23550.96,2066439,311340,0.150664985,591.98,324.34,233.07,0,0
734_8826,1,0,0,1,0,0,0,0,0,0,5,25,2.4,126736,26501,0.209103964,22437.7,302319,26836,0.088767163,550.3,317.97,229.26,0,0
94_3139,1,0,1,1,1,0,0,0,0,1,5,32.5,2.4,27875,5262,0.1887713,21477.99,66974,3326,0.049661063,540.67,308.52,218.63,0,0
858_6266,0,0,0,0,1,0,0,0,0,0,5,22.25,2.1,1072733,200632,0.187028832,23724.78,2254810,328648,0.145754188,592.89,326.68,236.03,0,0
473_6392,1,1,0,0,1,0,0,0,0,0,4,32,2.1,499102,91875,0.184080609,23299.9,1069917,125137,0.11695954,584.99,325.7,234.05,0,0
130_1928,0,0,0,0,0,0,0,0,0,1,1,4,2.2,219736,44446,0.202269997,23972.13,474078,70594,0.148907986,587.2,326.26,237.46,0,0
684_8867,0,0,0,0,0,0,0,0,0,0,0,0,2.2,294576,63823,0.216660556,24607.28,650072,58107,0.089385483,594.45,338.07,251.28,0,0
758_9341,0,0,0,0,0,0,0,0,0,1,0,0,2.5,38029,7899,0.207709906,21787.48,93903,3931,0.041862347,538.29,308.01,222.41,0,0
757_9341,0,0,0,0,0,0,0,0,0,1,0,0,2.5,59742,12484,0.208965217,22086.82,146421,7032,0.048025898,544.59,311.06,225.93,0,0
579_7489,1,0,1,1,1,0,0,0,1,0,4,20,2.1,47500,6458,0.135957895,21830.11,98563,5884,0.059697858,567.52,347.57,221.73,0,0
413_5164,0,0,0,0,0,0,0,0,0,0,5,27.5,2.5,40125,7825,0.195015576,20943.88,101345,3743,0.036933248,520.13,309.73,215.65,0,0
1057_7306,1,0,1,0,0,0,0,0,1,1,0,0,2.1,1063779,200583,0.188557022,23798.13,2234546,331068,0.148158955,593.81,327.47,236.83,0,0
732_5220,0,1,0,0,0,0,0,0,0,0,4,21,2.1,994993,179360,0.180262575,23392.6,2089705,299585,0.143362341,589.28,321.84,231.57,0,0
36_405,0,1,0,0,1,0,0,0,1,1,0,0,2.5,75492,17499,0.231799396,22318.89,191205,9920,0.051881488,546.04,308.82,230.63,0,0
67_2597,1,0,1,1,1,0,0,0,0,0,5,30,2.1,130070,21187,0.162889214,22787.73,273728,28307,0.103412877,579.27,345.68,233.96,0,0
761_5398,0,1,0,0,0,0,0,0,0,1,0,0,2.1,1073767,202496,0.188584674,23794.38,2257186,331466,0.146849218,593.64,327.33,236.85,0,0
14_438,0,0,0,0,0,0,0,0,0,0,5,28,2.2,149429,30278,0.202624658,23886.54,326570,40294,0.123385492,585.53,325.85,238.17,0,0
1062_7314,0,0,0,0,0,0,0,0,0,0,5,50,2.1,1092251,207246,0.189742101,23816.48,2300532,334481,0.145392892,593.51,327.68,237.34,0,0
691_8906,0,1,0,0,0,0,0,0,1,1,6,46,2.2,271705,59659,0.219572698,24720.38,600178,54334,0.090529809,595.24,338.89,252.51,0,0
90_628,0,1,1,0,0,0,0,0,0,0,5,42,2.1,1030295,190705,0.185097472,23669.1,2159764,320019,0.148173134,592.64,325.6,234.87,0,0
1151_7719,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1073767,202496,0.188584674,23794.38,2257186,331466,0.146849218,593.64,327.33,236.85,0,0
148_4393,0,0,1,1,0,0,0,0,1,1,1,4,2.2,149803,30305,0.202299019,23850.82,327769,40896,0.124770799,584.9,325.59,237.82,0,0
755_9216,0,0,0,0,0,0,0,0,0,1,4,28,2.2,225370,45753,0.203012823,23926.01,488295,71287,0.145991665,585.81,326.05,237.38,0,0
409_6833,1,0,0,1,0,0,0,0,0,1,0,0,2.4,72685,16039,0.220664511,22569.33,178061,10242,0.057519614,553.58,313.16,232.84,0,0
704_8608,1,0,1,0,1,0,0,0,0,0,0,0,2.1,211946,42641,0.201188038,24036.65,454573,69464,0.15281154,589.09,326.34,237.5,0,0
727_5206,0,0,0,0,1,0,0,0,0,0,0,0,2.1,1035945,193162,0.186459706,23727.2,2172348,323739,0.149027228,593.26,326.3,235.63,0,0
1486_9053,0,0,0,0,0,0,0,0,0,1,3,20,2.1,1031684,192025,0.186127729,23714.42,2162782,322684,0.149198578,593.17,326.11,235.43,0,0
272_4432,0,1,0,0,0,0,0,0,1,0,1,4,2.6,31665,7960,0.251381652,22526.75,81858,4252,0.05194361,542.69,311.18,233.86,0,0
271_4432,0,1,0,0,0,0,0,0,1,0,3,19,2.5,50724,13365,0.263484741,23777.05,126738,9323,0.073561205,561.4,325.65,247.09,0,0
583_7503,0,0,0,0,0,0,0,0,0,0,5,20.25,2.5,99442,20956,0.210735906,21629.73,249602,14685,0.058833663,532.52,314.55,224.79,0,0
334_7788,0,0,0,0,0,0,0,0,0,0,5,31.5,2.5,18661,3214,0.172230856,19884.28,46770,2478,0.052982681,514.76,298.71,203.2,0,0
68_1035,0,0,0,0,0,0,0,0,0,0,4,24,2.1,213392,42725,0.200218377,24055.42,456475,69690,0.152669916,589.79,327.2,237.67,0,0
101_722,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1077760,203157,0.188499295,23780.74,2266662,332689,0.146774861,593.39,327.43,236.77,0,0
541_3850,0,0,0,0,1,0,0,0,0,0,4,36,2.1,1062446,198843,0.187155865,23739.15,2231140,328772,0.14735606,593.22,326.87,236.1,0,0
700_8362,0,1,1,0,1,0,0,0,0,1,0,0,2.3,107544,19719,0.183357509,22470.53,245204,16662,0.067951583,563.47,329.52,232.11,0,0
378_4833,0,1,0,0,1,0,0,0,0,0,4,20,2.3,107544,19719,0.183357509,22470.53,245204,16662,0.067951583,563.47,329.52,232.11,0,0
705_8435,0,0,0,0,0,0,0,0,0,0,4,25,2.3,93359,18426,0.197367153,22837.05,215119,15270,0.070983967,563.54,332.89,236.1,0,0
333_2385,1,0,0,0,1,0,0,0,0,0,5,32.5,2.1,1028343,190867,0.185606359,23700.13,2154626,321774,0.149340999,593.12,325.94,235.19,0,0
54_344,0,1,0,0,1,0,0,0,0,0,4,32,2.1,1097589,208083,0.189581893,23803.26,2312841,334309,0.14454474,593.26,327.58,237.24,0,0
598_4250,1,0,0,1,1,0,0,0,0,1,0,0,2.1,1081011,204595,0.189262644,23810.32,2274498,333617,0.146677201,593.63,327.62,237.14,0,0
369_2685,1,0,0,1,1,0,0,0,0,0,5,34,2.1,1081011,204595,0.189262644,23810.32,2274498,333617,0.146677201,593.63,327.62,237.14,0,0
592_4176,0,1,0,0,1,0,0,0,0,0,5,31,2.1,1010230,186378,0.184490661,23670.2,2112108,318676,0.150880542,593.04,326.09,234.7,0,0
1115_7536,0,0,0,0,1,0,0,0,0,0,5,36,2.1,1020365,188031,0.184278175,23628.2,2138374,317769,0.148603097,592.25,325.09,234.33,0,0
14_627,0,0,1,0,0,0,0,0,1,0,5,26,2.2,56692,9555,0.168542299,21886.14,127231,10725,0.084295494,554.13,337.05,226.36,0,0
1299_8338,0,0,1,0,0,0,0,0,0,0,5,28,2.1,1035682,191882,0.185271155,23660.26,2173107,320286,0.147386208,592.35,325.49,234.86,0,0
289_4644,0,1,1,0,1,0,0,0,0,0,0,0,2.2,272675,59878,0.219594756,24722.31,602248,54569,0.090608852,595.25,339.01,252.57,0,0
209_3276,0,0,0,0,0,0,0,0,0,0,0,0,2.4,138094,29539,0.213905021,23016.69,326096,20286,0.062208675,566.26,321.55,237.5,0,0
552_7203,0,0,0,0,0,0,0,0,0,0,0,0,2.1,207048,41470,0.20029172,24075.81,442118,68790,0.155591946,590.34,326.61,237.48,0,0
1197_7907,1,1,1,1,1,0,0,0,0,0,5,28,2.1,1062450,199626,0.187892136,23747.42,2234615,327021,0.14634333,592.98,326.51,236.21,0,0
717_8520,0,0,0,0,0,0,0,0,0,0,0,0,2.3,112873,23374,0.207082296,22962.37,264280,18674,0.070659906,563.07,329.48,237.66,0,0
845_6052,0,0,0,0,1,0,0,0,0,0,4,24,2.1,1031846,192105,0.186176038,23713.46,2163614,322724,0.149159693,593.1,326.12,235.43,0,0
623_8463,0,0,0,0,0,0,0,0,0,0,5,28,2.2,290305,62986,0.216964916,24654.73,639738,57538,0.089939944,595.15,338.57,251.72,0,0
913_6491,0,1,1,0,0,0,0,0,0,0,0,0,2.1,1072283,202588,0.188931467,23810.36,2253995,332576,0.147549573,593.83,327.6,237.05,0,0
912_6491,0,1,1,0,0,0,0,0,0,0,4,20,2.1,1054986,197831,0.187520024,23752.59,2215983,326714,0.147435247,593.3,326.55,236.14,0,0
49_629,1,1,1,1,1,0,0,0,0,0,4,20.5,2.3,83184,17782,0.213767071,23589.39,191204,13634,0.07130604,572.2,340.11,245.45,0,0
435_5908,0,1,0,0,1,0,0,0,0,0,4,18.5,2.1,675905,119253,0.176434558,22993.52,1439711,186193,0.12932665,582.65,316.11,227.51,0,0
66_766,1,0,0,0,0,0,0,0,0,0,5,33,2.5,21258,4381,0.20608712,21291.16,53687,2563,0.047739676,528.75,314.73,220.7,0,0
282_2010,0,1,1,0,1,0,0,0,0,0,0,0,2.1,1032950,190458,0.184382594,23610.7,2168180,317051,0.146229095,591.71,324.9,234.27,0,0
281_2010,0,1,1,0,1,0,0,0,0,1,0,0,2.1,956269,170396,0.178188355,23368.16,1995902,300902,0.150759907,590.08,321.95,230.63,0,0
280_2010,0,1,1,0,1,0,0,0,0,0,5,46,2.1,1097675,208549,0.189991573,23820.99,2313205,336104,0.145297974,593.48,327.77,237.46,0,0
707_9040,0,0,0,0,0,0,0,0,0,0,5,20,2.2,279352,59341,0.212423752,24646.79,610049,55375,0.090771397,596.62,339.76,251.24,0,0
92_3130,0,0,0,0,0,0,0,0,0,0,5,19,2.2,156967,35129,0.223798633,24564.8,350677,39518,0.112690596,590.14,339.76,251.83,0,0
241_3915,1,0,0,0,1,0,0,0,1,0,5,28,2.4,117036,25059,0.214113606,22698.06,282272,16316,0.057802403,557.97,317.52,234.03,0,0
1360_8619,1,1,1,1,1,0,0,0,0,0,5,40,2.1,1081560,203341,0.188007138,23752.32,2275785,330598,0.145267677,593,326.92,236.46,0,0
502_6757,0,1,1,0,1,0,0,0,1,0,5,38.5,2.1,905551,158176,0.174673762,23140.27,1893180,280066,0.147934164,587.02,318,227.53,0,0
53_816,1,0,1,0,1,0,0,0,1,0,5,35.5,2.2,218757,44239,0.202228957,23982.62,471686,70452,0.149362076,587.46,326.23,237.5,0,0
177_2854,0,0,0,0,0,0,0,0,0,0,5,29,2.2,220188,44876,0.203807655,24150.14,480969,41638,0.086571068,590.43,334.56,244.52,0,0
166_2315,0,0,0,0,0,0,0,0,0,0,5,23,2.2,233349,46749,0.200339406,23829.31,505606,71846,0.142098788,584.34,326.42,236.56,0,0
539_7121,0,0,1,1,0,0,0,0,0,0,5,30,2.1,209359,37813,0.180613205,23571.41,437593,64658,0.147758305,588.16,326.72,230.79,0,0
67_1011,1,0,1,0,0,0,0,0,0,0,4,20,2.2,230754,46891,0.203207745,23879.25,501586,71997,0.143538695,584.57,325.89,237.19,0,0
447_3188,0,0,0,0,0,0,0,0,0,0,4,20,2.1,1022622,187101,0.182962033,23529.94,2147249,312049,0.145325018,590.74,323.85,233.28,0,0
180_1194,0,1,0,0,0,0,0,0,0,0,4,32,2.1,1076055,203245,0.188879751,23800.55,2262764,333101,0.147209784,593.63,327.55,236.97,0,0
65_764,0,1,1,0,1,0,0,0,1,0,0,0,2.4,108470,24246,0.223527243,23296.78,257404,19394,0.075344594,570.66,318.94,241.52,0,0
